user,word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
User,wing,1k_most_used,,,"Their flight was delayed , Dunn said , when a boarding ramp inflicted some minor damage to the wing of the plane .","Their flight was delayed , dunn said , when a boarding ramp inflicted some minor damage to the **** of the plane .",Birds have two wings.,Birds have two ****s.
User,winter,1k_most_used,,,"the bridegroom's parents , the Barrett Wendells , who are returning from a winter holiday in Sarasota , Fla. , for the occasion ; ;","The bridegroom's parents , the barrett wendells , who are returning from a ****** holiday in sarasota , fla. , for the occasion ; ;",Winter is very cold.,****** is very cold.
User,wire,1k_most_used,,,"Richard M. Forbes's Paget , which had what seemed to be a substantial lead in the early stages , tired rapidly nearing the wire and was able to save place money only a head in front of Glen T. Hallowell's Milties Miss .","Richard m. forbes's paget , which had what seemed to be a substantial lead in the early stages , tired rapidly nearing the **** and was able to save place money only a head in front of glen t. hallowell's milties miss .",The fence is made of wire.,The fence is made of ****.
User,wish,1k_most_used,,,"He said his plan is designed to `` meet the needs of those millions who have no wish to receive care at the taxpayers' expense , but who are nevertheless staggered by the drain on their savings -- or those of their children -- caused by an extended hospital stay '' .","He said his plan is designed to `` meet the needs of those millions who have no **** to receive care at the taxpayers' expense , but who are nevertheless staggered by the drain on their savings -- or those of their children -- caused by an extended hospital stay '' .",I wish for a puppy.,I **** for a puppy.
User,woman,1k_most_used,,,"The crowd at the twenty-first annual K. of C. Games , final indoor meet of the season , got a thrill a few minutes earlier when a slender , bespectacled woman broke the one-week-old world record in the half-mile run .","The crowd at the twenty-first annual k. of c. games , final indoor meet of the season , got a thrill a few minutes earlier when a slender , bespectacled ***** broke the one-week-old world record in the half-mile run .",The woman is singing.,The ***** is singing.
User,women,1k_most_used,,,It was greeted with a chorus of boos by 500 women in Trenton Monday at a forum of the State Federation of Women's Clubs .,It was greeted with a chorus of boos by 500 ***** in trenton monday at a forum of the state federation of *****'s clubs .,Many women are doctors.,Many ***** are doctors.
User,wonder,1k_most_used,,,"The deeper wonder is how this miracle was accomplished in decades , rather than in centuries and by immigrant minorities at that .","The deeper ****** is how this miracle was accomplished in decades , rather than in centuries and by immigrant minorities at that .",I wonder about the stars.,I ****** about the stars.
User,won't,1k_most_used,,,"`` We won't know the full amount until we get a full report '' , Wagner said .","`` we ***** know the full amount until we get a full report '' , wagner said .",I won't eat broccoli.,I ***** eat broccoli.
User,wood,1k_most_used,,,"Center panel , hand-screened wood , actually is a back of one of the tall bookcases .","Center panel , hand-screened **** , actually is a back of one of the tall bookcases .",The desk is made of wood.,The desk is made of ****.
User,work,1k_most_used,,,Fulton legislators `` work with city officials to pass enabling legislation that will permit the establishment of a fair and equitable '' pension plan for city employes .,Fulton legislators `` **** with city officials to pass enabling legislation that will permit the establishment of a fair and equitable '' pension plan for city employes .,Dad goes to work early.,Dad goes to **** early.
User,world,1k_most_used,,,But with the months moving on -- and the immediate confrontations with the Communists showing no gain for the free world -- the question arises :,But with the months moving on -- and the immediate confrontations with the communists showing no gain for the free ***** -- the question arises :,The world is big.,The ***** is big.
User,write,1k_most_used,,,I'll write what you tell me to '' .,I'll ***** what you tell me to '' .,I can write my name.,I can ***** my name.
User,written,1k_most_used,,,"Her day starts early , but no matter how many pressing letters there are to be written ( and during May , which is National Salvation Army Week , there are plenty ) , schedules to be made or problems to be solved , Mrs. Marr's office is always open and the welcome mat is out .","Her day starts early , but no matter how many pressing letters there are to be ******* ( and during may , which is national salvation army week , there are plenty ) , schedules to be made or problems to be solved , mrs. marr's office is always open and the welcome mat is out .",The letter was written yesterday.,The letter was ******* yesterday.
